"Voltaje","Trat","emmean","SE","df","lower.CL","upper.CL","Channel","Concentration","Variable"
25,"Control",0.203966585927687,0.27208551032432,479.577616867054,-0.330660454355654,0.738593626211028,"Nav1.5","2","Corriente"
25,"Veneno",0.25616242849974,0.270850167798121,479.577616867054,-0.276037259008621,0.788362116008101,"Nav1.5","2","Corriente"
30,"Control",0.296258786955716,0.272333699624832,479.577616867054,-0.238855926158879,0.83137350007031,"Nav1.5","2","Corriente"
30,"Veneno",0.354882348986217,0.271080023177848,479.577616867054,-0.177768986613253,0.887533684585686,"Nav1.5","2","Corriente"
35,"Control",0.344965833633793,0.27254502360832,479.577616867054,-0.190564114807734,0.88049578207532,"Nav1.5","2","Corriente"
35,"Veneno",0.40936998554516,0.271288064581554,479.577616867054,-0.123690135365175,0.942430106455496,"Nav1.5","2","Corriente"
40,"Control",0.365420975975597,0.272087028744738,479.577616867054,-0.169209047886741,0.900050999837936,"Nav1.5","2","Corriente"
40,"Veneno",0.440525580909839,0.270936997663319,479.577616867054,-0.0918447205859541,0.972895882405632,"Nav1.5","2","Corriente"
45,"Control",0.37877463903048,0.274242497651693,479.577616867054,-0.160090714970441,0.917639993031402,"Nav1.5","2","Corriente"
45,"Veneno",0.466078617863053,0.273037505206825,479.577616867054,-0.0704190189316285,1.00257625465773,"Nav1.5","2","Corriente"
50,"Control",0.401763925735187,0.273727970289247,479.577616867054,-0.136090421686951,0.939618273157325,"Nav1.5","2","Corriente"
50,"Veneno",0.497748278838337,0.272600971958712,479.577616867054,-0.0378916037960959,1.03338816147277,"Nav1.5","2","Corriente"
55,"Control",0.434337063985477,0.276751350379715,479.577616867054,-0.109457992103919,0.978132120074872,"Nav1.5","2","Corriente"
55,"Veneno",0.538510996284115,0.275287027510098,479.577616867054,-0.00240677831803937,1.07942877088627,"Nav1.5","2","Corriente"
60,"Control",0.465238795214712,0.279306535492913,479.577616867054,-0.0835770025261472,1.01405459295557,"Nav1.5","2","Corriente"
60,"Veneno",0.58464065039091,0.278823165932182,479.577616867054,0.0367746365518428,1.13250666422998,"Nav1.5","2","Corriente"
65,"Control",0.489601124449721,0.351480484039321,479.577616867054,-0.20103091499741,1.18023316389685,"Nav1.5","2","Corriente"
65,"Veneno",0.631967977038899,0.350015923164333,479.577616867054,-0.055786313258796,1.31972226733659,"Nav1.5","2","Corriente"
-90,"Control",0.00600377530347453,0.0668127851499432,277.42638549211,-0.125520651185722,0.137528201792671,"Nav1.5","2","Var1"
-90,"Veneno",0.0050400480744766,0.0679169176401591,277.42638549211,-0.12865792038304,0.138738016531993,"Nav1.5","2","Var1"
-85,"Control",-0.000674575265112087,0.0561547817559582,277.42638549211,-0.111218170304642,0.109869019774418,"Nav1.5","2","Var1"
-85,"Veneno",0.00152133141491978,0.0569507262575531,277.42638549211,-0.110589121582328,0.113631784412167,"Nav1.5","2","Var1"
-80,"Control",-0.00752829733342816,0.0552533174772315,277.42638549211,-0.116297313271159,0.101240718604303,"Nav1.5","2","Var1"
-80,"Veneno",-0.00280470092266994,0.0564449983702598,277.42638549211,-0.113919602392069,0.108310200546729,"Nav1.5","2","Var1"
-75,"Control",-0.0135594578760914,0.0551919946078206,277.42638549211,-0.122207756570681,0.0950888408184979,"Nav1.5","2","Var1"
-75,"Veneno",-0.00958843553722707,0.056253877212416,277.42638549211,-0.120327105113001,0.101150234038546,"Nav1.5","2","Var1"
-70,"Control",-0.011513155943568,0.0550131001800764,277.42638549211,-0.119809291695715,0.0967829798085791,"Nav1.5","2","Var1"
-70,"Veneno",-0.0156184784515633,0.0560738080904131,277.42638549211,-0.126002672638432,0.0947657157353054,"Nav1.5","2","Var1"
-65,"Control",0.0110425741389901,0.0549034646082616,277.42638549211,-0.097037738314167,0.119122886592147,"Nav1.5","2","Var1"
-65,"Veneno",-0.0137344081431514,0.0560217947699721,277.42638549211,-0.124016211415984,0.0965473951296812,"Nav1.5","2","Var1"
-60,"Control",0.0716537330880009,0.0548473066924009,277.42638549211,-0.0363160296004695,0.179623495776471,"Nav1.5","2","Var1"
-60,"Veneno",0.0125985730511155,0.055977261991134,277.42638549211,-0.0975955651410965,0.122792711243328,"Nav1.5","2","Var1"
-55,"Control",0.179962753605376,0.054827895923864,277.42638549211,0.072031202019673,0.287894305191079,"Nav1.5","2","Var1"
-55,"Veneno",0.0861545243164586,0.0559525041638605,277.42638549211,-0.0239908768110441,0.196299925443961,"Nav1.5","2","Var1"
-50,"Control",0.318459959216659,0.0548459928392192,277.42638549211,0.210492782916196,0.426427135517122,"Nav1.5","2","Var1"
-50,"Veneno",0.213508100295428,0.055979782114806,277.42638549211,0.1033090011093,0.323707199481556,"Nav1.5","2","Var1"
-45,"Control",0.459835195247667,0.0548620174715827,277.42638549211,0.351836473628795,0.567833916866539,"Nav1.5","2","Var1"
-45,"Veneno",0.381733701376552,0.056004366826038,277.42638549211,0.271486205913605,0.4919811968395,"Nav1.5","2","Var1"
-40,"Control",0.589356023927795,0.0548459928392196,277.42638549211,0.481388847627331,0.697323200228259,"Nav1.5","2","Var1"
-40,"Veneno",0.565209291568513,0.0559797821148065,277.42638549211,0.455010192382383,0.675408390754642,"Nav1.5","2","Var1"
-35,"Control",0.697043921000164,0.0548278959238636,277.42638549211,0.589112369414462,0.804975472585866,"Nav1.5","2","Var1"
-35,"Veneno",0.728946731380151,0.0559525041638601,277.42638549211,0.618801330252649,0.839092132507653,"Nav1.5","2","Var1"
-30,"Control",0.77585484127235,0.0548473066924009,277.42638549211,0.66788507858388,0.88382460396082,"Nav1.5","2","Var1"
-30,"Veneno",0.84937593156362,0.0559772619911339,277.42638549211,0.739181793371409,0.959570069755832,"Nav1.5","2","Var1"
-25,"Control",0.827199331376196,0.0549034646082623,277.42638549211,0.719119018923038,0.935279643829355,"Nav1.5","2","Var1"
-25,"Veneno",0.924210040770047,0.0560217947699731,277.42638549211,0.813928237497213,1.03449184404288,"Nav1.5","2","Var1"
-20,"Control",0.855968936837121,0.055013100180077,277.42638549211,0.747672801084972,0.964265072589269,"Nav1.5","2","Var1"
-20,"Veneno",0.95980637974251,0.0560738080904138,277.42638549211,0.84942218555564,1.07019057392938,"Nav1.5","2","Var1"
-15,"Control",0.867920122711573,0.0551919946078207,277.42638549211,0.759271824016983,0.976568421406162,"Nav1.5","2","Var1"
-15,"Veneno",0.965988911774304,0.0562538772124161,277.42638549211,0.85525024219853,1.07672758135008,"Nav1.5","2","Var1"
-10,"Control",0.868684178741155,0.0552533174772315,277.42638549211,0.759915162803423,0.977453194678886,"Nav1.5","2","Var1"
-10,"Veneno",0.952325548717019,0.05644499837026,277.42638549211,0.84121064724762,1.06344045018642,"Nav1.5","2","Var1"
-5,"Control",0.863074186513715,0.0561547817559567,277.42638549211,0.752530591474188,0.973617781553242,"Nav1.5","2","Var1"
-5,"Veneno",0.924880348779866,0.0569507262575508,277.42638549211,0.812769895782623,1.03699080177711,"Nav1.5","2","Var1"
0,"Control",0.855644006667168,0.0668127851499452,277.42638549211,0.724119580177967,0.987168433156369,"Nav1.5","2","Var1"
0,"Veneno",0.890435993684537,0.0679169176401619,277.42638549211,0.756738025227014,1.02413396214206,"Nav1.5","2","Var1"
-90,"Control",1.02559839128892,0.0415612898643566,240.556012332988,0.94372786366495,1.10746891891288,"Nav1.5","2","Var2"
-90,"Veneno",1.0232061457488,0.0416377366156288,240.556012332988,0.941185027614236,1.10522726388337,"Nav1.5","2","Var2"
-85,"Control",0.955323693292892,0.0360545811674118,240.556012332988,0.884300691045586,1.0263466955402,"Nav1.5","2","Var2"
-85,"Veneno",0.952449905947572,0.0361127972735428,240.556012332988,0.881312225273761,1.02358758662138,"Nav1.5","2","Var2"
-80,"Control",0.867215812301465,0.0357563318960636,240.556012332988,0.796780323706609,0.937651300896321,"Nav1.5","2","Var2"
-80,"Veneno",0.860636697420047,0.0358388235465485,240.556012332988,0.79003871062141,0.931234684218684,"Nav1.5","2","Var2"
-75,"Control",0.752307097431406,0.0356822303113127,240.556012332988,0.682017579663276,0.822596615199536,"Nav1.5","2","Var2"
-75,"Veneno",0.739108952274274,0.0357547413238506,240.556012332988,0.668676596907157,0.80954130764139,"Nav1.5","2","Var2"
-70,"Control",0.616886033486322,0.0355901081192473,240.556012332988,0.546777984880841,0.686994082091803,"Nav1.5","2","Var2"
-70,"Veneno",0.597808509551784,0.0356638006512206,240.556012332988,0.527555295902237,0.668061723201332,"Nav1.5","2","Var2"
-65,"Control",0.477514670752465,0.0355559504516382,240.556012332988,0.407473908467468,0.547555433037461,"Nav1.5","2","Var2"
-65,"Veneno",0.456354287223791,0.0356337993751343,240.556012332988,0.386160172324803,0.52654840212278,"Nav1.5","2","Var2"
-60,"Control",0.350341881470464,0.0355334353189523,240.556012332988,0.280345471172582,0.420338291768347,"Nav1.5","2","Var2"
-60,"Veneno",0.331189311670332,0.0356116383321495,240.556012332988,0.261038851246163,0.401339772094501,"Nav1.5","2","Var2"
-55,"Control",0.245107200811436,0.0355224556034231,240.556012332988,0.175132419175861,0.315081982447011,"Nav1.5","2","Var2"
-55,"Veneno",0.229440412779498,0.0356000772897132,240.556012332988,0.159312726158722,0.299568099400273,"Nav1.5","2","Var2"
-50,"Control",0.165052633117289,0.0355344520104583,240.556012332988,0.0950542200646726,0.235051046169905,"Nav1.5","2","Var2"
-50,"Veneno",0.150939962363792,0.0356127840780818,240.556012332988,0.0807872449638577,0.221092679763726,"Nav1.5","2","Var2"
-45,"Control",0.107979675264919,0.0355452078294162,240.556012332988,0.0379600745981552,0.177999275931683,"Nav1.5","2","Var2"
-45,"Veneno",0.0931586265339429,0.0356242095984179,240.556012332988,0.022983402292153,0.163333850775733,"Nav1.5","2","Var2"
-40,"Control",0.069668355111505,0.0355344520104586,240.556012332988,-0.000330057941111878,0.139666768164122,"Nav1.5","2","Var2"
-40,"Veneno",0.0539005189390388,0.035612784078082,240.556012332988,-0.016252198460896,0.124053236338974,"Nav1.5","2","Var2"
-35,"Control",0.0465526353731096,0.0355224556034229,240.556012332988,-0.0234221462624649,0.116527417008684,"Nav1.5","2","Var2"
-35,"Veneno",0.0308470280903617,0.035600077289713,240.556012332988,-0.0392806585304137,0.100974714711137,"Nav1.5","2","Var2"
-30,"Control",0.0342831346413671,0.0355334353189523,240.556012332988,-0.0357132756565153,0.10427954493925,"Nav1.5","2","Var2"
-30,"Veneno",0.0201129335584395,0.0356116383321495,240.556012332988,-0.0500375268657296,0.0902633939826085,"Nav1.5","2","Var2"
-25,"Control",0.0279515537247948,0.0355559504516388,240.556012332988,-0.042089208560203,0.0979923160097925,"Nav1.5","2","Var2"
-25,"Veneno",0.0164592487293512,0.0356337993751349,240.556012332988,-0.0537348661696389,0.0866533636283412,"Nav1.5","2","Var2"
-20,"Control",0.0234698471758209,0.0355901081192476,240.556012332988,-0.0466382014296609,0.0935778957813027,"Nav1.5","2","Var2"
-20,"Veneno",0.0150117735105608,0.035663800651221,240.556012332988,-0.0552414401389871,0.0852649871601087,"Nav1.5","2","Var2"
-15,"Control",0.0179742926302576,0.0356822303113129,240.556012332988,-0.0523152251378724,0.0882638103983875,"Nav1.5","2","Var2"
-15,"Veneno",0.0125938087428101,0.0357547413238508,240.556012332988,-0.0578385466243067,0.0830261641099269,"Nav1.5","2","Var2"
-10,"Control",0.0114194529341112,0.0357563318960639,240.556012332988,-0.0590160356607456,0.081854941528968,"Nav1.5","2","Var2"
-10,"Veneno",0.00843640887240562,0.0358388235465488,240.556012332988,-0.062161577926232,0.0790343956710432,"Nav1.5","2","Var2"
-5,"Control",0.00518169740705172,0.036054581167411,240.556012332988,-0.0658413048402528,0.0762046996543563,"Nav1.5","2","Var2"
-5,"Veneno",0.00371657197420277,0.0361127972735417,240.556012332988,-0.0674211086996061,0.0748542526480116,"Nav1.5","2","Var2"
0,"Control",-0.00073338323423721,0.0415612898643577,240.556012332988,-0.0826039108582062,0.0811371443897318,"Nav1.5","2","Var2"
0,"Veneno",-0.000622748256330451,0.0416377366156298,240.556012332988,-0.0826438663908975,0.0813983698782366,"Nav1.5","2","Var2"
-90,"Control",-0.059431766128936,0.0761431648703574,107.597273223379,-0.210367128504654,0.0915035962467817,"Nav1.6","1","Corriente"
-90,"Veneno",-0.0353692235601306,0.0777284479758275,107.597273223379,-0.189447025318288,0.118708578198027,"Nav1.6","1","Corriente"
-85,"Control",-0.0492400003293555,0.0660380820685533,107.597273223379,-0.180144486169749,0.0816644855110384,"Nav1.6","1","Corriente"
-85,"Veneno",-0.0522056311193923,0.0664623353011591,107.597273223379,-0.183951096127272,0.0795398338884878,"Nav1.6","1","Corriente"
-80,"Control",-0.0406562476995786,0.0646926436059779,107.597273223379,-0.168893728008369,0.0875812326092119,"Nav1.6","1","Corriente"
-80,"Veneno",-0.0663782271722425,0.0660076369791957,107.597273223379,-0.197222363004825,0.0644659086603396,"Nav1.6","1","Corriente"
-75,"Control",-0.0338959457340006,0.0644484742258418,107.597273223379,-0.161649419448967,0.0938575279809656,"Nav1.6","1","Corriente"
-75,"Veneno",-0.0753196274837139,0.0655784516463953,107.597273223379,-0.205313007456031,0.0546737524886033,"Nav1.6","1","Corriente"
-70,"Control",-0.0287904805406934,0.0645049586631435,107.597273223379,-0.156655920957165,0.0990749598757783,"Nav1.6","1","Corriente"
-70,"Veneno",-0.077816737152928,0.0656495675568902,107.597273223379,-0.20795108717475,0.0523176128688939,"Nav1.6","1","Corriente"
-65,"Control",-0.0277431053583011,0.0642531390563647,107.597273223379,-0.155109374461534,0.099623163744932,"Nav1.6","1","Corriente"
-65,"Veneno",-0.0748994488674412,0.0653307694884074,107.597273223379,-0.204401859015565,0.0546029612806829,"Nav1.6","1","Corriente"
-60,"Control",-0.0362544887864053,0.0642216566375254,107.597273223379,-0.163558351627644,0.0910493740548336,"Nav1.6","1","Corriente"
-60,"Veneno",-0.0695732277691309,0.0653917061211899,107.597273223379,-0.199196430016804,0.0600499744785419,"Nav1.6","1","Corriente"
-55,"Control",-0.0594751427093255,0.0641782857264275,107.597273223379,-0.186693033235199,0.0677427478165485,"Nav1.6","1","Corriente"
-55,"Veneno",-0.0654234184027649,0.0653604338296228,107.597273223379,-0.194984630914812,0.0641377941092827,"Nav1.6","1","Corriente"
-50,"Control",-0.0988378990953812,0.0641519507384844,107.597273223379,-0.226003586892946,0.0283277887021832,"Nav1.6","1","Corriente"
-50,"Veneno",-0.0655294661109076,0.0653246580299475,107.597273223379,-0.195019761774444,0.0639608295526286,"Nav1.6","1","Corriente"
-45,"Control",-0.153053583901167,0.0641985364653008,107.597273223379,-0.280311616606781,-0.0257955511955531,"Nav1.6","1","Corriente"
-45,"Veneno",-0.0737426756343459,0.0654068172067527,107.597273223379,-0.203395831945252,0.0559104806765603,"Nav1.6","1","Corriente"
-40,"Control",-0.221899213748589,0.0641341529383356,107.597273223379,-0.349029621722685,-0.0947688057744931,"Nav1.6","1","Corriente"
-40,"Veneno",-0.0978811094510814,0.0652927469651212,107.597273223379,-0.227308149165885,0.0315459302637226,"Nav1.6","1","Corriente"
-35,"Control",-0.307045714044951,0.0642058325651903,107.597273223379,-0.434318209499555,-0.179773218590348,"Nav1.6","1","Corriente"
-35,"Veneno",-0.150432565800628,0.0654202696875591,107.597273223379,-0.28011238839299,-0.0207527432082659,"Nav1.6","1","Corriente"
-30,"Control",-0.407546331077145,0.064134767548423,107.597273223379,-0.534677957366718,-0.280414704787571,"Nav1.6","1","Corriente"
-30,"Veneno",-0.242537470753626,0.0652944648013022,107.597273223379,-0.371967915662146,-0.113107025845107,"Nav1.6","1","Corriente"
-25,"Control",-0.514577685712877,0.0641959853883316,107.597273223379,-0.641830661526945,-0.38732470989881,"Nav1.6","1","Corriente"
-25,"Veneno",-0.37368085119473,0.0654032891545483,107.597273223379,-0.503327013997567,-0.244034688391893,"Nav1.6","1","Corriente"
-20,"Control",-0.611870365168932,0.0641509993121872,107.597273223379,-0.739034166994548,-0.484706563343315,"Nav1.6","1","Corriente"
-20,"Veneno",-0.526241468534853,0.0653234094324449,107.597273223379,-0.65572928915658,-0.396753647913126,"Nav1.6","1","Corriente"
-15,"Control",-0.682642797286372,0.0641747338068413,107.597273223379,-0.809853646992879,-0.555431947579865,"Nav1.6","1","Corriente"
-15,"Veneno",-0.671737917267645,0.0653655815806856,107.597273223379,-0.80130933394803,-0.54216650058726,"Nav1.6","1","Corriente"
-10,"Control",-0.717391010537198,0.0641747338066459,107.597273223379,-0.844601860243318,-0.590180160831078,"Nav1.6","1","Corriente"
-10,"Veneno",-0.784717108332267,0.065365581580343,107.597273223379,-0.914288525011972,-0.655145691652561,"Nav1.6","1","Corriente"
-5,"Control",-0.716593354310145,0.0641509993121508,107.597273223379,-0.843757156135689,-0.5894295524846,"Nav1.6","1","Corriente"
-5,"Veneno",-0.852490010797478,0.0653234094323814,107.597273223379,-0.98197783141908,-0.723002190175876,"Nav1.6","1","Corriente"
0,"Control",-0.687590159274701,0.0641959853882121,107.597273223379,-0.814843135088532,-0.560337183460871,"Nav1.6","1","Corriente"
0,"Veneno",-0.873756660249137,0.0654032891543386,107.597273223379,-1.00340282305156,-0.744110497446716,"Nav1.6","1","Corriente"
5,"Control",-0.639364944435141,0.0641347675484377,107.597273223379,-0.766496570724744,-0.512233318145539,"Nav1.6","1","Corriente"
5,"Veneno",-0.85117291214192,0.0652944648013279,107.597273223379,-0.980603357050491,-0.72174246723335,"Nav1.6","1","Corriente"
10,"Control",-0.578903440818814,0.0642058325653427,107.597273223379,-0.70617593627372,-0.451630945363909,"Nav1.6","1","Corriente"
10,"Veneno",-0.787830649601017,0.0654202696878264,107.597273223379,-0.917510472193909,-0.658150827008125,"Nav1.6","1","Corriente"
15,"Control",-0.510145676832044,0.064134152938351,107.597273223379,-0.637276084806171,-0.383015268857918,"Nav1.6","1","Corriente"
15,"Veneno",-0.690262888515742,0.0652927469651482,107.597273223379,-0.8196899282306,-0.560835848800885,"Nav1.6","1","Corriente"
20,"Control",-0.434790117105852,0.0641985364654271,107.597273223379,-0.562048149811717,-0.307532084399988,"Nav1.6","1","Corriente"
20,"Veneno",-0.571265622179908,0.0654068172069745,107.597273223379,-0.700918778491254,-0.441612465868562,"Nav1.6","1","Corriente"
25,"Control",-0.354054759783621,0.06415195073833,107.597273223379,-0.481220447580879,-0.226889071986362,"Nav1.6","1","Corriente"
25,"Veneno",-0.446509293548313,0.0653246580296765,107.597273223379,-0.575999589211312,-0.317018997885314,"Nav1.6","1","Corriente"
30,"Control",-0.270515672231329,0.0641782857264221,107.597273223379,-0.397733562757192,-0.143297781705465,"Nav1.6","1","Corriente"
30,"Veneno",-0.32764845824149,0.0653604338296136,107.597273223379,-0.457209670753519,-0.198087245729461,"Nav1.6","1","Corriente"
35,"Control",-0.188884386175915,0.0642216566373306,107.597273223379,-0.316188249016768,-0.0615805233350621,"Nav1.6","1","Corriente"
35,"Veneno",-0.21916916973528,0.0653917061208489,107.597273223379,-0.348792371982277,-0.0895459674882831,"Nav1.6","1","Corriente"
40,"Control",-0.115010198913602,0.0642531390564213,107.597273223379,-0.242376468016947,0.0123560701897438,"Nav1.6","1","Corriente"
40,"Veneno",-0.121038187335608,0.0653307694885051,107.597273223379,-0.250540597483925,0.0084642228127103,"Nav1.6","1","Corriente"
45,"Control",-0.0537043587646513,0.0645049586633143,107.597273223379,-0.181569799181461,0.0741610816521588,"Nav1.6","1","Corriente"
45,"Veneno",-0.0322991609937234,0.0656495675571904,107.597273223379,-0.162433511016141,0.0978351890286937,"Nav1.6","1","Corriente"
50,"Control",-0.00689074091705311,0.0644484742258602,107.597273223379,-0.134644214632056,0.12086273279795,"Nav1.6","1","Corriente"
50,"Veneno",0.0485921432660637,0.0655784516464276,107.597273223379,-0.0814012367063175,0.178585523238445,"Nav1.6","1","Corriente"
55,"Control",0.0268704564669436,0.064692643606088,107.597273223379,-0.101367023842065,0.155107936775952,"Nav1.6","1","Corriente"
55,"Veneno",0.124905844480906,0.0660076369793902,107.597273223379,-0.00593829135206136,0.255749980313874,"Nav1.6","1","Corriente"
60,"Control",0.0515429498429831,0.0660380820684222,107.597273223379,-0.0793615359971511,0.182447435683117,"Nav1.6","1","Corriente"
60,"Veneno",0.200483304829875,0.0664623353009276,107.597273223379,0.0687378398224544,0.332228769837297,"Nav1.6","1","Corriente"
65,"Control",0.0719859458392111,0.0761431648703278,107.597273223379,-0.0789494165364482,0.22292130821487,"Nav1.6","1","Corriente"
65,"Veneno",0.276979686880701,0.077728447975777,107.597273223379,0.122901885122643,0.431057488638759,"Nav1.6","1","Corriente"
-90,"Control",0.0318934756035808,0.0314081585683109,61.4321774441318,-0.0309020845226909,0.0946890357298526,"Nav1.6","1","Var1"
-90,"Veneno",0.0100717625523302,0.0302903532756366,61.4321774441318,-0.0504889257232749,0.0706324508279354,"Nav1.6","1","Var1"
-85,"Control",0.0288557308502925,0.0230779005679086,61.4321774441318,-0.0172848185725056,0.0749962802730906,"Nav1.6","1","Var1"
-85,"Veneno",0.0155310785446582,0.022261301492586,61.4321774441318,-0.0289768124011408,0.0600389694904573,"Nav1.6","1","Var1"
-80,"Control",0.02616373176027,0.0225999602612314,61.4321774441318,-0.0190212529101583,0.0713487164306983,"Nav1.6","1","Var1"
-80,"Veneno",0.0202016821709592,0.0212672442928718,61.4321774441318,-0.022318751327507,0.0627221156694253,"Nav1.6","1","Var1"
-75,"Control",0.0244317307036329,0.022467620246437,61.4321774441318,-0.0204886613980188,0.0693521228052846,"Nav1.6","1","Var1"
-75,"Veneno",0.0230175039886573,0.0212498741607977,61.4321774441318,-0.019468200725226,0.0655032087025406,"Nav1.6","1","Var1"
-70,"Control",0.0226027355172979,0.022312943247099,61.4321774441318,-0.0220084048085466,0.0672138758431424,"Nav1.6","1","Var1"
-70,"Veneno",0.0239624525831374,0.0211201339447853,61.4321774441318,-0.0182638574413793,0.0661887626076542,"Nav1.6","1","Var1"
-65,"Control",0.0209901925148734,0.0222584069877791,61.4321774441318,-0.0235119113342311,0.0654922963639778,"Nav1.6","1","Var1"
-65,"Veneno",0.0235908921879929,0.021005864418985,61.4321774441318,-0.0184069543033185,0.0655887386793043,"Nav1.6","1","Var1"
-60,"Control",0.0223732431062205,0.0222205708202292,61.4321774441318,-0.0220532134129343,0.0667996996253754,"Nav1.6","1","Var1"
-60,"Veneno",0.0225256002690148,0.0209444643336326,61.4321774441318,-0.0193494866296538,0.0644006871676835,"Nav1.6","1","Var1"
-55,"Control",0.0319942935117653,0.0222015021814986,61.4321774441318,-0.0123940383320021,0.0763826253555326,"Nav1.6","1","Var1"
-55,"Veneno",0.0220107964100051,0.0209253178330119,61.4321774441318,-0.0198260101409532,0.0638476029609635,"Nav1.6","1","Var1"
-50,"Control",0.0534701464385921,0.0222224050428627,61.4321774441318,0.00904002268637046,0.0979002701908137,"Nav1.6","1","Var1"
-50,"Veneno",0.0235562284685362,0.0209371996110691,61.4321774441318,-0.0183043337861121,0.0654167907231845,"Nav1.6","1","Var1"
-45,"Control",0.0836896587444563,0.0222411619101155,61.4321774441318,0.0392220336537597,0.128157283835153,"Nav1.6","1","Var1"
-45,"Veneno",0.0292778183615107,0.0209481597139569,61.4321774441318,-0.0126046568556051,0.0711602935786266,"Nav1.6","1","Var1"
-40,"Control",0.125161067974907,0.022222405042863,61.4321774441318,0.0807309442226844,0.169591191727129,"Nav1.6","1","Var1"
-40,"Veneno",0.0432310538308079,0.0209371996110692,61.4321774441318,0.00137049157615931,0.0850916160854565,"Nav1.6","1","Var1"
-35,"Control",0.190086249546816,0.0222015021814983,61.4321774441318,0.145697917703049,0.234474581390583,"Nav1.6","1","Var1"
-35,"Veneno",0.0721110094973945,0.0209253178330116,61.4321774441318,0.0302742029464368,0.113947816048352,"Nav1.6","1","Var1"
-30,"Control",0.2847934610634,0.0222205708202289,61.4321774441318,0.240367004544246,0.329219917582554,"Nav1.6","1","Var1"
-30,"Veneno",0.123458880608663,0.0209444643336325,61.4321774441318,0.0815837937099947,0.165333967507332,"Nav1.6","1","Var1"
-25,"Control",0.406187214433874,0.0222584069877799,61.4321774441318,0.361685110584767,0.45068931828298,"Nav1.6","1","Var1"
-25,"Veneno",0.200200029230846,0.0210058644189856,61.4321774441318,0.158202182739533,0.242197875722158,"Nav1.6","1","Var1"
-20,"Control",0.539287043910028,0.0223129432470994,61.4321774441318,0.494675903584183,0.583898184235874,"Nav1.6","1","Var1"
-20,"Veneno",0.296774327564834,0.0211201339447857,61.4321774441318,0.254548017540317,0.339000637589352,"Nav1.6","1","Var1"
-15,"Control",0.660487607566042,0.0224676202464373,61.4321774441318,0.61556721546439,0.705407999667695,"Nav1.6","1","Var1"
-15,"Veneno",0.401618859559685,0.0212498741607978,61.4321774441318,0.359133154845801,0.444104564273568,"Nav1.6","1","Var1"
-10,"Control",0.758566058058212,0.0225999602612317,61.4321774441318,0.713381073387783,0.803751042728641,"Nav1.6","1","Var1"
-10,"Veneno",0.504311162206457,0.0212672442928717,61.4321774441318,0.461790728707991,0.546831595704923,"Nav1.6","1","Var1"
-5,"Control",0.832756805660314,0.0230779005679063,61.4321774441318,0.786616256237521,0.878897355083108,"Nav1.6","1","Var1"
-5,"Veneno",0.602078306388962,0.0222613014925845,61.4321774441318,0.557570415443166,0.646586197334758,"Nav1.6","1","Var1"
0,"Control",0.887250427160679,0.0314081585683127,61.4321774441318,0.824454867034403,0.950045987286954,"Nav1.6","1","Var1"
0,"Veneno",0.697813368080052,0.0302903532756374,61.4321774441318,0.637252679804446,0.758374056355659,"Nav1.6","1","Var1"
-90,"Control",0.805087855579308,0.0147146131911859,14.4212868136351,0.773614424148375,0.836561287010241,"Nav1.6","1","Var2"
-90,"Veneno",0.963807085926963,0.014405662769203,14.4212868136351,0.932994475803087,0.994619696050838,"Nav1.6","1","Var2"
-85,"Control",0.867943918088873,0.0128652386788328,14.4212868136351,0.840426157197722,0.895461678980024,"Nav1.6","1","Var2"
-85,"Veneno",0.980732912969423,0.0118131099135964,14.4212868136351,0.955465574982288,1.00600025095656,"Nav1.6","1","Var2"
-80,"Control",0.955609134203494,0.0120323376083838,14.4212868136351,0.929872884955831,0.981345383451156,"Nav1.6","1","Var2"
-80,"Veneno",0.971470528580445,0.0113393337938962,14.4212868136351,0.947216561452826,0.995724495708064,"Nav1.6","1","Var2"
-75,"Control",1.00624255961775,0.0118899985473498,14.4212868136351,0.9808107627277,1.0316743565078,"Nav1.6","1","Var2"
-75,"Veneno",0.964673688807186,0.0111962027008789,14.4212868136351,0.940725868132972,0.988621509481399,"Nav1.6","1","Var2"
-70,"Control",1.00136558173574,0.012098712998904,14.4212868136351,0.975487360607804,1.02724380286367,"Nav1.6","1","Var2"
-70,"Veneno",0.958994433244578,0.0113142584245383,14.4212868136351,0.934794100412869,0.983194766076288,"Nav1.6","1","Var2"
-65,"Control",0.976879828734689,0.012209797887261,14.4212868136351,0.950764005532456,1.00299565193692,"Nav1.6","1","Var2"
-65,"Veneno",0.910587949898621,0.0113745694326382,14.4212868136351,0.886258616436498,0.934917283360745,"Nav1.6","1","Var2"
-60,"Control",0.89051315016272,0.0120738989525601,14.4212868136351,0.864688004380767,0.916338295944672,"Nav1.6","1","Var2"
-60,"Veneno",0.81165604633017,0.0112972377754049,14.4212868136351,0.78749211936428,0.835819973296061,"Nav1.6","1","Var2"
-55,"Control",0.714914224741867,0.0119735284530695,14.4212868136351,0.689303763776455,0.74052468570728,"Nav1.6","1","Var2"
-55,"Veneno",0.678882034832201,0.0112415619707374,14.4212868136351,0.654837194151338,0.702926875513064,"Nav1.6","1","Var2"
-50,"Control",0.524771287069775,0.0120821908092073,14.4212868136351,0.498928405641073,0.550614168498477,"Nav1.6","1","Var2"
-50,"Veneno",0.524249043733707,0.0113029269628349,14.4212868136351,0.500072948031326,0.548425139436088,"Nav1.6","1","Var2"
