"Voltaje","Trat","emmean","SE","df","lower.CL","upper.CL","Channel","Concentration","Variable"
-30,"Veneno",-0.512023658356503,0.108389155791692,138.426993326403,-0.726336072691666,-0.297711244021341,"Nav1.4","1","Corriente"
-25,"Control",-0.513428859987675,0.109360991259731,138.426993326403,-0.729662835607919,-0.297194884367432,"Nav1.4","1","Corriente"
-25,"Veneno",-0.60932560009908,0.108444165206036,138.426993326403,-0.823746781776448,-0.394904418421712,"Nav1.4","1","Corriente"
-20,"Control",-0.611600459028401,0.109295855428509,138.426993326403,-0.827705644852776,-0.395495273204026,"Nav1.4","1","Corriente"
-20,"Veneno",-0.674589061046851,0.108402287712222,138.426993326403,-0.888927440466556,-0.460250681627146,"Nav1.4","1","Corriente"
-15,"Control",-0.654464394944537,0.109329784411126,138.426993326403,-0.870636666836033,-0.438292123053041,"Nav1.4","1","Corriente"
-15,"Veneno",-0.696028655481944,0.108424170743977,138.426993326403,-0.910410303117314,-0.481647007846574,"Nav1.4","1","Corriente"
-10,"Control",-0.638172130743853,0.109331309716195,138.426993326403,-0.854347418544178,-0.421996842943528,"Nav1.4","1","Corriente"
-10,"Veneno",-0.671993905378385,0.108425274153968,138.426993326403,-0.886377734730711,-0.457610076026059,"Nav1.4","1","Corriente"
-5,"Control",-0.570905489825771,0.109298573872131,138.426993326403,-0.787016050691696,-0.354794928959846,"Nav1.4","1","Corriente"
-5,"Veneno",-0.610079603842087,0.108404241289006,138.426993326403,-0.824421845970697,-0.395737361713478,"Nav1.4","1","Corriente"
0,"Control",-0.46865561568013,0.109360323897527,138.426993326403,-0.684888271758727,-0.252422959601533,"Nav1.4","1","Corriente"
0,"Veneno",-0.523762112764161,0.108444157708215,138.426993326403,-0.738183279616464,-0.309340945911858,"Nav1.4","1","Corriente"
5,"Control",-0.353092315990105,0.109272891303962,138.426993326403,-0.569152096008531,-0.137032535971679,"Nav1.4","1","Corriente"
5,"Veneno",-0.42887115706253,0.10838795643375,138.426993326403,-0.643181199967689,-0.214561114157371,"Nav1.4","1","Corriente"
10,"Control",-0.247113618739636,0.109374121219364,138.426993326403,-0.463373555567241,-0.0308536819120311,"Nav1.4","1","Corriente"
10,"Veneno",-0.340296765713649,0.108453380619742,138.426993326403,-0.554736168564029,-0.125857362863268,"Nav1.4","1","Corriente"
15,"Control",-0.166476172695626,0.109275168905163,138.426993326403,-0.382540456100104,0.0495881107088526,"Nav1.4","1","Corriente"
15,"Veneno",-0.268673622596409,0.108389416893817,138.426993326403,-0.482986553195643,-0.0543606919971748,"Nav1.4","1","Corriente"
20,"Control",-0.113742727341864,0.109365673036158,138.426993326403,-0.32998596000265,0.102500505318922,"Nav1.4","1","Corriente"
20,"Veneno",-0.218050046580041,0.108446930526266,138.426993326403,-0.432476695985712,-0.00362339717436977,"Nav1.4","1","Corriente"
25,"Control",-0.081021408549215,0.109296726293082,138.426993326403,-0.297128316290213,0.135085499191783,"Nav1.4","1","Corriente"
25,"Veneno",-0.186136163749995,0.108403033646379,138.426993326403,-0.40047601806771,0.0282036905677197,"Nav1.4","1","Corriente"
30,"Control",-0.0588748939057973,0.109326417410875,138.426993326403,-0.275040508397411,0.157290720585816,"Nav1.4","1","Corriente"
30,"Veneno",-0.167082718361047,0.108431711961291,138.426993326403,-0.381479276865291,0.0473138401431974,"Nav1.4","1","Corriente"
35,"Control",-0.0423337829100845,0.109362105404011,138.426993326403,-0.258569961471655,0.173902395651486,"Nav1.4","1","Corriente"
35,"Veneno",-0.154758507820565,0.108485004902951,138.426993326403,-0.369260439772095,0.059743424130965,"Nav1.4","1","Corriente"
40,"Control",-0.0296606128984264,0.109350135939597,138.426993326403,-0.245873124841338,0.186551899044485,"Nav1.4","1","Corriente"
40,"Veneno",-0.144632909852345,0.10853541186085,138.426993326403,-0.35923450894094,0.0699686892362499,"Nav1.4","1","Corriente"
45,"Control",-0.0185220573015158,0.10965811893668,138.426993326403,-0.235343528500516,0.198299413897484,"Nav1.4","1","Corriente"
45,"Veneno",-0.134153167203216,0.108775575520101,138.426993326403,-0.349229629789674,0.0809232953832419,"Nav1.4","1","Corriente"
50,"Control",-0.0056222818129795,0.109593555118528,138.426993326403,-0.222316094228721,0.211071530602762,"Nav1.4","1","Corriente"
50,"Veneno",-0.122513542604069,0.10869750957012,138.426993326403,-0.337435649322585,0.0924085641144462,"Nav1.4","1","Corriente"
55,"Control",0.010675354477259,0.109917587501351,138.426993326403,-0.206659150836017,0.228009859790535,"Nav1.4","1","Corriente"
55,"Veneno",-0.110174502791277,0.109005913030915,138.426993326403,-0.325706400127586,0.105357394545032,"Nav1.4","1","Corriente"
60,"Control",0.0293759810332202,0.11143683830017,138.426993326403,-0.190962462305934,0.249714424372375,"Nav1.4","1","Corriente"
60,"Veneno",-0.0979662778012045,0.11115290828507,138.426993326403,-0.317743320633143,0.121810765030734,"Nav1.4","1","Corriente"
65,"Control",0.048810909700087,0.124856149713687,138.426993326403,-0.198060861689646,0.29568268108982,"Nav1.4","1","Corriente"
65,"Veneno",-0.0861594591932803,0.123171659871141,138.426993326403,-0.329700573724935,0.157381655338374,"Nav1.4","1","Corriente"
-90,"Control",-0.0511220379196906,0.0859005506970557,229.115499232603,-0.220378078360604,0.118134002521223,"Nav1.4","2","Corriente"
-90,"Veneno",-0.034884516524549,0.0936243178298869,229.115499232603,-0.219359251509123,0.149590218460025,"Nav1.4","2","Corriente"
-85,"Control",-0.0423186316092959,0.071961326924773,229.115499232603,-0.184109215736234,0.0994719525176424,"Nav1.4","2","Corriente"
-85,"Veneno",-0.0238925188142433,0.0795930190050605,229.115499232603,-0.180720375378808,0.132935337750321,"Nav1.4","2","Corriente"
-80,"Control",-0.036282303620656,0.0729255279963992,229.115499232603,-0.179972722547814,0.107408115306502,"Nav1.4","2","Corriente"
-80,"Veneno",-0.0153016237799191,0.0787483361312124,229.115499232603,-0.170465140855439,0.139861893295601,"Nav1.4","2","Corriente"
-75,"Control",-0.0317078532167295,0.07171271800247,229.115499232603,-0.173008585282583,0.109592878849124,"Nav1.4","2","Corriente"
-75,"Veneno",-0.0103173539574812,0.0783113581699936,229.115499232603,-0.164619861890735,0.143985153975773,"Nav1.4","2","Corriente"
-70,"Control",-0.0250674479256471,0.0720603606949577,229.115499232603,-0.16705316542106,0.116918269569766,"Nav1.4","2","Corriente"
-70,"Veneno",-0.00896961239953066,0.078375416011618,229.115499232603,-0.163398338110721,0.14545911331166,"Nav1.4","2","Corriente"
-65,"Control",-0.0162610736510253,0.0715566586514212,229.115499232603,-0.157254310740211,0.124732163438161,"Nav1.4","2","Corriente"
-65,"Veneno",-0.0119241987350692,0.0779542082646317,229.115499232603,-0.165522988492655,0.141674591022517,"Nav1.4","2","Corriente"
-60,"Control",-0.00860832707718789,0.0717785310606383,229.115499232603,-0.150038735350521,0.132822081196146,"Nav1.4","2","Corriente"
-60,"Veneno",-0.0214971484210456,0.0779737462878961,229.115499232603,-0.175134435352735,0.132140138510644,"Nav1.4","2","Corriente"
-55,"Control",-0.00406515022673494,0.0717159949624079,229.115499232603,-0.145372339122716,0.137242038669246,"Nav1.4","2","Corriente"
-55,"Veneno",-0.0409674000094869,0.0779260090774538,229.115499232603,-0.19451062687805,0.112575826859076,"Nav1.4","2","Corriente"
-50,"Control",-0.00537799040940831,0.0716405228034295,229.115499232603,-0.146536471076065,0.135780490257248,"Nav1.4","2","Corriente"
-50,"Veneno",-0.0743280853101842,0.0778837050693798,229.115499232603,-0.227787957545473,0.0791317869251051,"Nav1.4","2","Corriente"
-45,"Control",-0.0272032452267638,0.0718163175631762,229.115499232603,-0.168708106966924,0.114301616513396,"Nav1.4","2","Corriente"
-45,"Veneno",-0.127477851104693,0.0779728402894506,229.115499232603,-0.281113352882407,0.0261576506730221,"Nav1.4","2","Corriente"
-40,"Control",-0.0991179440005118,0.0715645029614688,229.115499232603,-0.240126637298626,0.0418907492976026,"Nav1.4","2","Corriente"
-40,"Veneno",-0.207880425289261,0.0778449817144431,229.115499232603,-0.361263998109983,-0.0544968524685385,"Nav1.4","2","Corriente"
-35,"Control",-0.245553197445054,0.0718508140359341,229.115499232603,-0.387126030069461,-0.103980364820648,"Nav1.4","2","Corriente"
-35,"Veneno",-0.319420120636812,0.0779888029692663,229.115499232603,-0.473087074831985,-0.165753166441639,"Nav1.4","2","Corriente"
-30,"Control",-0.455524946591314,0.071573069585068,229.115499232603,-0.596550519324759,-0.314499373857869,"Nav1.4","2","Corriente"
-30,"Veneno",-0.45468710011595,0.0778501030488354,229.115499232603,-0.608080763870595,-0.301293436361305,"Nav1.4","2","Corriente"
-25,"Control",-0.674523018886736,0.0718140185858114,229.115499232603,-0.816023350786252,-0.533022686987219,"Nav1.4","2","Corriente"
-25,"Veneno",-0.591917102013094,0.0779702815208975,229.115499232603,-0.74554756206488,-0.438286641961308,"Nav1.4","2","Corriente"
-20,"Control",-0.832973581909724,0.0716326940823517,229.115499232603,-0.974116637083522,-0.691830526735927,"Nav1.4","2","Corriente"
-20,"Veneno",-0.701333433613944,0.0778795873805885,229.115499232603,-0.854785192470507,-0.547881674757381,"Nav1.4","2","Corriente"
-15,"Control",-0.887890672834559,0.0717279475939635,229.115499232603,-1.02922141286116,-0.746559932807956,"Nav1.4","2","Corriente"
-15,"Veneno",-0.757511905782019,0.0779270236731591,229.115499232603,-0.911057131781558,-0.60396667978248,"Nav1.4","2","Corriente"
-10,"Control",-0.841206602718865,0.0717302415848649,229.115499232603,-0.982541862760924,-0.699871342676807,"Nav1.4","2","Corriente"
-10,"Veneno",-0.749332460902422,0.0779286579142507,229.115499232603,-0.90288090696486,-0.595784014839985,"Nav1.4","2","Corriente"
-5,"Control",-0.724584139291013,0.0716378342658518,229.115499232603,-0.865737322538488,-0.583430956043538,"Nav1.4","2","Corriente"
-5,"Veneno",-0.682040130675897,0.0778824627238138,229.115499232603,-0.835497555028261,-0.528582706323534,"Nav1.4","2","Corriente"
0,"Control",-0.573314033968395,0.0718124836742366,229.115499232603,-0.714811341521112,-0.431816726415678,"Nav1.4","2","Corriente"
0,"Veneno",-0.572675584120387,0.0779695760987067,229.115499232603,-0.726304654228035,-0.419046514012738,"Nav1.4","2","Corriente"
5,"Control",-0.414142237206687,0.0715685023679251,229.115499232603,-0.555158810823325,-0.273125663590048,"Nav1.4","2","Corriente"
5,"Veneno",-0.443433754644649,0.0778473974099432,229.115499232603,-0.596822087284161,-0.290045422005137,"Nav1.4","2","Corriente"
10,"Control",-0.267795501699263,0.0718501702884926,229.115499232603,-0.409367065901732,-0.126223937496795,"Nav1.4","2","Corriente"
10,"Veneno",-0.315835167373456,0.0779888890461773,229.115499232603,-0.469502291172165,-0.162168043574747,"Nav1.4","2","Corriente"
15,"Control",-0.150867274251391,0.0715699690225132,229.115499232603,-0.291886737723173,-0.00984781077960817,"Nav1.4","2","Corriente"
15,"Veneno",-0.20616819175327,0.0778493800403236,229.115499232603,-0.359560430912182,-0.0527759525943571,"Nav1.4","2","Corriente"
20,"Control",-0.0705841999239763,0.0718217629714578,229.115499232603,-0.212099791144178,0.0709313912962257,"Nav1.4","2","Corriente"
20,"Veneno",-0.122585426726689,0.0779763149744268,229.115499232603,-0.276227774926412,0.031056921473034,"Nav1.4","2","Corriente"
25,"Control",-0.0214736867432121,0.0716365318323825,229.115499232603,-0.162624303712238,0.119676930225814,"Nav1.4","2","Corriente"
25,"Veneno",-0.0649716652625338,0.0778808403826373,229.115499232603,-0.218425892999258,0.0884825624741905,"Nav1.4","2","Corriente"
30,"Control",0.00815777800895019,0.0717131091226293,229.115499232603,-0.133143724709116,0.149459280727016,"Nav1.4","2","Corriente"
30,"Veneno",-0.027715089878296,0.0779224850998469,229.115499232603,-0.181251373200031,0.125821193443439,"Nav1.4","2","Corriente"
35,"Control",0.0261105179087195,0.0717804601987858,229.115499232603,-0.115323691484417,0.167544727301856,"Nav1.4","2","Corriente"
35,"Veneno",-0.00352396297111682,0.0779720066657503,229.115499232603,-0.157157822200028,0.150109896257795,"Nav1.4","2","Corriente"
40,"Control",0.0342631178742613,0.0715601369994947,229.115499232603,-0.106736972854598,0.17526320860312,"Nav1.4","2","Corriente"
40,"Veneno",0.0139486981079597,0.0779542030725906,229.115499232603,-0.139650081419374,0.167547477635293,"Nav1.4","2","Corriente"
45,"Control",0.0357180173609104,0.0720610811522715,229.115499232603,-0.106269119703426,0.177705154425247,"Nav1.4","2","Corriente"
45,"Veneno",0.0292507148740281,0.0783822896317839,229.115499232603,-0.125191554425921,0.183692984173978,"Nav1.4","2","Corriente"
50,"Control",0.040414053423882,0.0717446997737665,229.115499232603,-0.100949694628854,0.181777801476618,"Nav1.4","2","Corriente"
50,"Veneno",0.045134843062684,0.0782964638486803,229.115499232603,-0.109138317516797,0.199408003642166,"Nav1.4","2","Corriente"
55,"Control",0.0608094038902509,0.0728754609397563,229.115499232603,-0.0827823643100477,0.20440117209055,"Nav1.4","2","Corriente"
55,"Veneno",0.0626877640988842,0.0787468064540315,229.115499232603,-0.0924727389435394,0.217848267141308,"Nav1.4","2","Corriente"
60,"Control",0.101748670272723,0.072492020899249,229.115499232603,-0.0410875784055682,0.244584918951015,"Nav1.4","2","Corriente"
60,"Veneno",0.0816939174581277,0.0806069258623536,229.115499232603,-0.0771317127952985,0.240519547711554,"Nav1.4","2","Corriente"
65,"Control",0.156037628265328,0.0894062142763163,229.115499232603,-0.0201258735565506,0.332201130087207,"Nav1.4","2","Corriente"
65,"Veneno",0.101380966555473,0.0975685814523689,229.115499232603,-0.0908654350573018,0.293627368168249,"Nav1.4","2","Corriente"
-90,"Control",0.0199767845312239,0.0562372227996269,132.400350442069,-0.0912628890988121,0.13121645816126,"Nav1.4","2","Var1"
-90,"Veneno",0.0163600611716705,0.0621022246472178,132.400350442069,-0.10648084130443,0.139200963647771,"Nav1.4","2","Var1"
-85,"Control",0.0166641343100816,0.0466341493557098,132.400350442069,-0.0755802422094846,0.108908510829648,"Nav1.4","2","Var1"
-85,"Veneno",0.00902105495013106,0.0513376423715465,132.400350442069,-0.0925270354079907,0.110569145308253,"Nav1.4","2","Var1"
-80,"Control",0.0147703525861419,0.0462738144669129,132.400350442069,-0.0767612658448875,0.106301971017171,"Nav1.4","2","Var1"
-80,"Veneno",0.00506992721368963,0.0507163818139864,132.400350442069,-0.0952492827299702,0.105389137157349,"Nav1.4","2","Var1"
-75,"Control",0.0126251933757503,0.0460519326650416,132.400350442069,-0.0784675331968999,0.1037179199484,"Nav1.4","2","Var1"
-75,"Veneno",0.00287877757511241,0.0506087339721511,132.400350442069,-0.0972275002535422,0.102985055403767,"Nav1.4","2","Var1"
-70,"Control",0.0109076569913822,0.0458180348075309,132.400350442069,-0.0797224094420046,0.101537723424769,"Nav1.4","2","Var1"
-70,"Veneno",0.00290016306599047,0.0503289240802563,132.400350442069,-0.0966526386217151,0.102452964753696,"Nav1.4","2","Var1"
-65,"Control",0.00878980357297744,0.0458970894435908,132.400350442069,-0.0819966363702745,0.0995762435162294,"Nav1.4","2","Var1"
-65,"Veneno",0.00576770402229588,0.0503084907280138,132.400350442069,-0.0937446796056005,0.105280087650192,"Nav1.4","2","Var1"
-60,"Control",0.00563711748350507,0.0457497737001723,132.400350442069,-0.084857925509424,0.0961321604764341,"Nav1.4","2","Var1"
-60,"Veneno",0.010956940551313,0.0501808066765884,132.400350442069,-0.0883028784672154,0.110216759569841,"Nav1.4","2","Var1"
-55,"Control",0.00330709074301581,0.0458028346947912,132.400350442069,-0.0872929092060013,0.093907090692033,"Nav1.4","2","Var1"
-55,"Veneno",0.0204599317988592,0.0502159086831149,132.400350442069,-0.0788693205158987,0.119789184113617,"Nav1.4","2","Var1"
-50,"Control",0.00397245113559241,0.0457507085107765,132.400350442069,-0.0865244409533862,0.094469343224571,"Nav1.4","2","Var1"
-50,"Veneno",0.0369103594508179,0.050179014816459,132.400350442069,-0.0623459151904091,0.136166634092045,"Nav1.4","2","Var1"
-45,"Control",0.0186503977984236,0.0458830359191234,132.400350442069,-0.0721082436619503,0.109409039258798,"Nav1.4","2","Var1"
-45,"Veneno",0.0662508994027668,0.0502762582667853,132.400350442069,-0.033197727014356,0.16569952581989,"Nav1.4","2","Var1"
-40,"Control",0.0646771321687754,0.0457507085107771,132.400350442069,-0.0258197599202046,0.155174024257755,"Nav1.4","2","Var1"
-40,"Veneno",0.118944561704747,0.0501790148164593,132.400350442069,0.0196882870635191,0.218200836345974,"Nav1.4","2","Var1"
-35,"Control",0.160415121755363,0.0458028346947904,132.400350442069,0.0698151218063471,0.251015121704378,"Nav1.4","2","Var1"
-35,"Veneno",0.206927942037654,0.0502159086831143,132.400350442069,0.107598689722897,0.30625719435241,"Nav1.4","2","Var1"
-30,"Control",0.316864472614496,0.0457497737001725,132.400350442069,0.226369429621566,0.407359515607425,"Nav1.4","2","Var1"
-30,"Veneno",0.33739894012083,0.0501808066765886,132.400350442069,0.238139121102302,0.436658759139359,"Nav1.4","2","Var1"
-25,"Control",0.507091695877211,0.0458970894435929,132.400350442069,0.416305255933955,0.597878135820467,"Nav1.4","2","Var1"
-25,"Veneno",0.498443432793908,0.0503084907280155,132.400350442069,0.398931049166008,0.597955816421808,"Nav1.4","2","Var1"
-20,"Control",0.681164778273452,0.0458180348075309,132.400350442069,0.590534711840065,0.771794844706839,"Nav1.4","2","Var1"
-20,"Veneno",0.661909330534561,0.0503289240802563,132.400350442069,0.562356528846855,0.761462132222266,"Nav1.4","2","Var1"
-15,"Control",0.811674326517079,0.0460519326650414,132.400350442069,0.720581599944429,0.902767053089729,"Nav1.4","2","Var1"
-15,"Veneno",0.797272172940631,0.0506087339721508,132.400350442069,0.697165895111977,0.897378450769285,"Nav1.4","2","Var1"
-10,"Control",0.88762280287432,0.0462738144669127,132.400350442069,0.796091184443291,0.979154421305349,"Nav1.4","2","Var1"
-10,"Veneno",0.878343956504181,0.0507163818139859,132.400350442069,0.778024746560522,0.97866316644784,"Nav1.4","2","Var1"
-5,"Control",0.912552689637094,0.0466341493557062,132.400350442069,0.820308313117535,1.00479706615665,"Nav1.4","2","Var1"
-5,"Veneno",0.905855419778633,0.0513376423715431,132.400350442069,0.804307329420518,1.00740351013675,"Nav1.4","2","Var1"
0,"Control",0.913175534621667,0.0562372227996299,132.400350442069,0.801935860991625,1.02441520825171,"Nav1.4","2","Var1"
0,"Veneno",0.909121461946676,0.0621022246472205,132.400350442069,0.786280559470571,1.03196236442278,"Nav1.4","2","Var1"
